id,text,username,retweets,date
979750172,Palin 's town charged women for rape exams http://www.cnn.com/2008/POLITICS/09/21/palin.rape.exams/,m2meow,0,2008-10-28 23:59:51
979749910,@polisigh Global stock markets rise on reports Palin plans shopping excursion - http://tinyurl.com/6ouk6n,druce,0,2008-10-28 23:59:39
979749792,"palin was a member of the alaskan independence party, that wants to secede from the US. what happened to country first?!",davedylan2122,0,2008-10-28 23:59:32
979748547,Have you voted in the Sarah Palin VP qualifications opinion poll that went up Sep5th? http://tinyurl.com/67kocc,inforama,0,2008-10-28 23:58:25
979747628,Raw Story Palin warms up to 'Joe Mama' sign: Palin warms up to 'Joe Mama' sign http://tinyurl.com/5h2acf,RawStory,0,2008-10-28 23:57:36
979747578,"I dunno, I think Sarah Palin is uniquely qualified to be President in the year 0012.",jhnckng,0,2008-10-28 23:57:34
979747516,New Ad: President Palin ? http://tinyurl.com/5szkqs,bloggingformich,0,2008-10-28 23:57:30
979747227,"just dugg: Sarah Palin Baby Name Generator: One of those name generator things, but this one .. http://tinyurl.com/6qckc5",smenzer,0,2008-10-28 23:57:14
979746946,Michelle Obama may be the exact opposite of Sarah Palin,dalesio,0,2008-10-28 23:57:00
979746683,"Palin 's ""Out of the Closet"" receives cease & desist order- everything she touches-disaster!-http://tinyurl.com/5hnrkh",m2meow,0,2008-10-28 23:56:46
979746354,is watching a Tina Fey/Sarah Palin Marathon on Hulu,mikegdovin,0,2008-10-28 23:56:27
979746238,OH HEY. I noticed your 4 year old daughter carrying a Palin /McCain sign. I also noticed you're a bad parent.,bjshively,0,2008-10-28 23:56:22
979744746,"also recommends http://tinyurl.com/6gjh9q ""The Vet Who Did Not Vet"" -- a Dr Seuss Approach to Sarah Palin .",gwenzilla,0,2008-10-28 23:55:10
979744583,"twHILLARY> knows penn state is important. one week before elections, both sarah palin and .. http://tinyurl.com/588em4",twHILLARY,0,2008-10-28 23:55:03
979743532,"""I think she's dumping John McCain and marrying Ronald Reagan."" Chris Matthews on Sarah Palin",editorialiste,0,2008-10-28 23:54:11
979742756,sarah palin 's gone rogue..best quote this election,ernestso,0,2008-10-28 23:53:29
979742715,"the porn industry is getting lazy, it took two months to come up with a palin ttitle? http://snipr.com/4sl97 (maybe NSFW)",wlai,0,2008-10-28 23:53:30
